Title,Authors,Year,Venue,Index
sprint: a scalable parallel classifier for data mining,"john c. shafer, rakesh agrawal, manish mehta 0002",1996,vldb,53e9a2acb7602d9702bb4ec0
supporting state-wide immunisation tracking using multi-paradigm workflow technology.,"amit p. sheth, krys kochut, john a. miller, devashish worah, souvik das, chenye lin, devanand palaniswami, john lynch, ivan shevchenko",1996,vldb,53e9ae7db7602d9703898153
zoo : a desktop experiment management environment.,"yannis e. ioannidis, miron livny, shivani gupta, nagavamsi ponnekanti",1996,vldb,53e9a58cb7602d9702eb6a96
heterogeneous database query optimization in db2 universal datajoiner.,"shivakumar venkataraman, tian zhang",1998,vldb,53e9ba4eb7602d9704662886
integrating triggers and declarative constraints in sql database sytems.,"roberta cochrane, hamid pirahesh, nelson mendonça mattos",1996,vldb,53e9a73cb7602d970307356c
hyper-programming in java.,"evangelos zirintsis, graham n. c. kirby, ronald morrison",1999,vldb,53e99ab3b7602d970232f7a7
hardware acceleration in commercial databases: a case study of spatial operations.,"nagender bandi, chengyu sun, amr el abbadi, divyakant agrawal",2004,vldb,53e9b8f5b7602d97044d7b07
optimal histograms with quality guarantees.,"h. v. jagadish, nick koudas, s. muthukrishnan, viswanath poosala, kenneth c. sevcik, torsten suel",1998,vldb,53e9ae17b7602d970382881d
local dimensionality reduction: a new approach to indexing high dimensional spaces.,"kaushik chakrabarti, sharad mehrotra",2000,vldb,53e9b289b7602d9703d2f078
gorder: an efficient method for knn join processing.,"chenyi xia, hongjun lu, beng chin ooi, jin hu",2004,vldb,53e9a0fcb7602d97029e9bbf
cache portal: technology for accelerating database-driven e-commerce web sites.,"wen-syan li, k. selçuk candan, wang-pin hsiung, oliver po, divyakant agrawal, qiong luo, wei-kuang waine huang, yusuf akca, cemal yilmaz",2001,vldb,53e9ba1cb7602d97046233f4
walking through a very large virtual environment in real-time.,"lidan shou, jason chionh, zhiyong huang, yixin ruan, kian-lee tan",2001,vldb,53e9a5cdb7602d9702efa3e1
gte superpages: using ir techniques for searching complex objects.,"steven d. whitehead, himanshu sinha, michael murphy",1997,vldb,53e9b8a1b7602d970447a651
storage estimation for multidimensional aggregates in the presence of hierarchies.,"amit shukla, prasad deshpande, jeffrey f. naughton, karthikeyan ramasamy",1996,vldb,53e9ac8fb7602d9703665d27
design and development of a stream service in a heterogenous client environment.,"nikos pappas, stavros christodoulakis",2000,vldb,53e99e13b7602d97026d6129
projecting xml documents.,"amélie marian, jérôme siméon",2003,vldb,53e99832b7602d9702056c3d
query processing for high-volume xml message brokering.,"yanlei diao, michael j. franklin",2003,vldb,53e9a554b7602d9702e78ba8
high level indexing of user-defined types.,"weidong chen, jyh-herng chow, you-chin fuh, jean grandbois, michelle jou, nelson mendonça mattos, brian t. tran, yun wang",1999,vldb,53e99893b7602d97020cc657
xxl - a library approach to supporting efficient implementations of advanced database queries.,"jochen van den bercken, björn blohsfeld, jens-peter dittrich, jürgen krämer, tobias schäfer, martin schneider 0006, bernhard seeger",2001,vldb,53e9badfb7602d970470e622
multiple-view self-maintenance in data warehousing environments.,nam huyn,1997,vldb,53e9aaf3b7602d9703473520
resource scheduling in enhanced pay-per-view continuous media databases.,"minos n. garofalakis, banu özden, abraham silberschatz",1997,vldb,53e99ca8b7602d970255a8b4
tabular placement of relational data on mems-based storage devices.,"hailing yu, divyakant agrawal, amr el abbadi",2003,vldb,53e9a797b7602d97030cf9a4
cirqul - complex information retrieval query language.,vojkan mihajlovic,2003,vldb phd workshop,53e9a46ab7602d9702d85885
load shedding in a data stream manager.,"nesime tatbul, ugur çetintemel, stanley b. zdonik, mitch cherniack, michael stonebraker",2003,vldb,53e9b444b7602d9703f420f1
experience report: exploiting advanced database optimization features for large-scale sap r/3 installations.,"bernhard zeller, alfons kemper",2002,vldb,53e9a689b7602d9702fbe6bb
fast time sequence indexing for arbitrary lp norms.,"byoung-kee yi, christos faloutsos",2000,vldb,53e998f6b7602d9702136b34
querying the internet with pier.,"ryan huebsch, joseph m. hellerstein, nick lanham, boon thau loo, scott shenker, ion stoica",2003,vldb,53e9ace9b7602d97036c80bb
xperanto: middleware for publishing object-relational data as xml documents.,"michael j. carey, jerry kiernan, jayavel shanmugasundaram, eugene j. shekita, subbu n. subramanian",2000,vldb,53e9a0dfb7602d97029cc607
opossum: desk-top schema management through customizable visualization.,"eben m. haber, yannis e. ioannidis, miron livny",1995,vldb,53e998f6b7602d97021316c6
"ws-catalognet: an infrastructure for creating, peering, and querying e-catalog communities.","karim baïna, boualem benatallah, hye-young paik, farouk toumani, christophe rey, agnieszka rutkowska, bryan harianto",2004,vldb,53e9b861b7602d970442b37a
performance of future database systems: bottlenecks and bonananzas,chaitanya k. baru,1996,vldb,53e9b8a1b7602d970447a229
coarse-grained optimization: techniques for rewriting sql statement sequences.,"tobias kraft, holger schwarz, ralf rantzau, bernhard mitschang",2003,vldb,53e9aa50b7602d97033c1230
sigmod digital symposium collection (disc) editor's message.,isabel f. cruz,2000,sigmod record,53e998e9b7602d9702127c37
database systems - breaking out of the box.,"abraham silberschatz, stanley b. zdonik",1997,sigmod record,53e99940b7602d970217c6c8
trade press news.,rafael alonso,1995,sigmod record,53e99853b7602d970208a66f
database research at columbia university.,"shih-fu chang, luis gravano, gail e. kaiser, kenneth a. ross, salvatore j. stolfo",1998,sigmod record,53e9abb2b7602d97035628a8
report on the 17th brazilian symposium on database systems (sbbd 2002).,"ana carolina salgado, nina edelweiss",2003,sigmod record,53e99e78b7602d970273a42f
entity-relationship modeling revisited.,antonio badia,2004,sigmod record,53e99a1ab7602d970226cc04
"agents, turst, and information access on the semantic web.","timothy w. finin, anupam joshi",2002,sigmod record,53e9bd11b7602d970499a504
illustra's web datablade module.,john gaffney,1996,sigmod record,53e9a952b7602d97032a4548
quasi-cubes: exploiting approximations in multidimensional databases.,"daniel barbará, mark sullivan",1997,sigmod record,53e9a13fb7602d9702a2cf10
research in database engineering at the university of namur.,jean-luc hainaut,2003,sigmod record,53e9ba64b7602d970467fcd7
using quantitative information for efficient association rule generation.,"bruno pôssas, wagner meira jr., márcio de carvalho, rodolfo f. resende",2000,sigmod record,53e9a636b7602d9702f66404
object database evolution using separation of concerns.,"awais rashid, peter sawyer",2000,sigmod record,53e9ba05b7602d97046045ef
"information visualization, guest editors' foreword.","tiziana catarci, isabel f. cruz",1996,sigmod record,53e9a958b7602d97032aeb9e
a mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary b+-trees.,"eugene inseok chong, jagannathan srinivasan, souripriya das, chuck freiwald, aravind yalamanchi, mahesh jagannath, anh-tuan tran, ramkumar krishnan, richard jiang",2003,sigmod record,53e9bb72b7602d97047b3502
from ternary relationship to relational tables: a case against common beliefs.,rafael camps,2002,sigmod record,53e9a689b7602d9702fb96f0
using unknowns to prevent discovery of association rules.,"yücel saygin, vassilios s. verykios, chris clifton",2001,sigmod record,53e9a00ab7602d97028eb732
"integrating temporal, real-time, and active databases.","krithi ramamritham, rajendran m. sivasankaran, john a. stankovic, donald f. towsley, ming xiong",1996,sigmod record,53e9aa9cb7602d97034149ef
special issue on data mining for intrusion detection and threat analysis - guest editor's introduction.,daniel barbará,2001,sigmod record,53e9abf1b7602d97035b077b
a holistic paradigm for large scale schema matching.,"bin he, kevin chen-chuan chang",2004,sigmod record,53e9ad63b7602d970374bbc7
agent-based semantic interoperability in infosleuth.,"jerry fowler, brad perry, marian h. nodine, bruce bargmeyer",1999,sigmod record,53e9a0dfb7602d97029cc300
applications of the java programming language to database management.,"bradley f. burton, v. wiktor marek",1998,sigmod record,53e9b7cdb7602d970437c915
knowledge discovery in data warehouses.,themistoklis palpanas,2000,sigmod record,53e9b17ab7602d9703c03ddb
new tpc benchmarks for decision support and web commerce.,"meikel pöss, chris floyd",2000,sigmod record,53e9a8e2b7602d9703230aa8
accessibility of the database literature.,richard t. snodgrass,2001,sigmod record,53e9ab2cb7602d97034ba1f9
the design of a retrieval technique for high-dimensional data on tertiary storage.,"ratko orlandic, jack lukaszuk, craig swietlik",2002,sigmod record,53e9b159b7602d9703bdd9b3
design principles for data-intensive web sites.,"stefano ceri, piero fraternali, stefano paraboschi",1999,sigmod record,53e9a202b7602d9702b00c2c
building database-driven electronic catalogs.,sherif danish,1998,sigmod record,53e9aa3ab7602d97033a786d
what can hierarchies do for data warehouses?,"h. v. jagadish, laks v. s. lakshmanan, divesh srivastava",1999,vldb,53e9a360b7602d9702c6e4af
user-defined table operators: enhancing extensibility for ordbms.,"michael jaedicke, bernhard mitschang",1999,vldb,53e9b5ceb7602d9704118c76
scientific olap for the biotech domain.,nam huyn,2001,vldb,53e9bc21b7602d970488e2a5
discover: keyword search in relational databases.,"vagelis hristidis, yannis papakonstantinou",2002,vldb,53e9b4b4b7602d9703fccc99
"nexusscout: an advanced location-based application on a distributed, open mediation platform.","daniela nicklas, matthias großmann, thomas schwarz",2003,vldb,53e9b01db7602d9703a79552
push technology personalization through event correlation.,"asaf adi, david botzer, opher etzion, tali yatzkar-haham",2000,vldb,53e99d28b7602d97025db000
"the network as a global database: challenges of interoperability, proactivity, interactiveness, legacy.","peter c. lockemann, ulrike kölsch, arne koschel, ralf kramer, ralf nikolai, mechtild wallrath, hans-dirk walter",1997,vldb,53e99d13b7602d97025c7750
efficient numerical error bounding for replicated network services.,"haifeng yu, amin vahdat",2000,vldb,53e9b549b7602d970407d58b
re-tree: an efficient index structure for regular expressions.,"chee yong chan, minos n. garofalakis, rajeev rastogi",2002,vldb,53e9b46fb7602d9703f6e2e2
linking business to deliver value: a data management challenge.,anand deshpande,2000,vldb,53e9a1b6b7602d9702aad677
warehousing workflow data: challenges and opportunities.,"angela bonifati, fabio casati, umeshwar dayal, ming-chien shan",2001,vldb,53e9a791b7602d97030ce622
generic schema matching with cupid.,"jayant madhavan, philip a. bernstein, erhard rahm",2001,vldb,53e9a9beb7602d970331c113
determining text databases to search in the internet.,"weiyi meng, king-lup liu, clement t. yu, xiaodong wang, yuhsi chang, naphtali rishe",1998,vldb,53e9ae17b7602d970382644d
a-topss: a publish/subscribe system supporting imperfect information processing.,"haifeng liu, hans-arno jacobsen",2004,vldb,53e9ad8db7602d9703784a16
algorithms for mining association rules for binary segmentations of huge categorical databases.,"yasuhiko morimoto, takeshi fukuda, hirofumi matsuzawa, takeshi tokuyama, kunikazu yoda",1998,vldb,53e9a906b7602d9703258b2a
the cubetree storage organization.,"nick roussopoulos, yannis kotidis",1998,vldb,53e99ad7b7602d970235958d
semantic access: semantic interface for querying databases.,"naphtali rishe, jun yuan, rukshan athauda, shu-ching chen, xiaoling lu, xiaobin ma, alexander vaschillo, artyom shaposhnikov, dmitry vasilevsky",2000,vldb,53e9a618b7602d9702f4ac91
the treescape system: reuse of pre-computed aggregates over irregular olap hierarchies.,"torben bach pedersen, christian s. jensen, curtis e. dyreson",2000,vldb,53e9a3d4b7602d9702ceacd0
optimizing multi-feature queries for image databases.,"ulrich güntzer, wolf-tilo balke, werner kießling",2000,vldb,53e998a3b7602d97020dc3bf
oodb bulk loading revisited: the partitioned-list approach.,"janet l. wiener, jeffrey f. naughton",1995,vldb,53e9a2fbb7602d9702c07c03
approximate string joins in a database (almost) for free.,"luis gravano, panagiotis g. ipeirotis, h. v. jagadish, nick koudas, s. muthukrishnan, divesh srivastava",2001,vldb,53e9b991b7602d970458382d
what happens during a join? dissecting cpu and memory optimization effects.,"stefan manegold, peter a. boncz, martin l. kersten",2000,vldb,53e9b822b7602d97043db8e9
similarity search for adaptive ellipsoid queries using spatial transformation.,"yasushi sakurai, masatoshi yoshikawa, ryoji kataoka, shunsuke uemura",2001,vldb,53e9bd04b7602d970498de33
rethinking database system architecture: towards a self-tuning risc-style database system.,"surajit chaudhuri, gerhard weikum",2000,vldb,53e9b7c1b7602d970436c246
managing intervals efficiently in object-relational databases.,"hans-peter kriegel, marco pötke, thomas seidl",2000,vldb,53e9a6a6b7602d9702fda536
estimating the selectivity of spatial queries using the `correlation' fractal dimension.,"alberto belussi, christos faloutsos",1995,vldb,53e9b634b7602d970418e6d3
a one-pass algorithm for accurately estimating quantiles for disk-resident data.,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb,53e9b5a2b7602d97040e9ba6
the generalized pre-grouping transformation: aggregate-query optimization in the presence of dependencies.,"aris tsois, timos k. sellis",2003,vldb,53e9a603b7602d9702f2ec69
biodiversity informatics infrastructure: an information commons for the biodiversity community.,"gladys a. cotter, barbara t. bauldock",2000,vldb,53e9aa49b7602d97033ba19f
