Title_acm,Authors_acm,Year_acm,Venue_acm,Index_acm,bucket_acm,ToKeep_acm,isSigmod_acm,isVLDB_acm,Authors_new_acm,Title_dblp,Authors_dblp,Year_dblp,Venue_dblp,Index_dblp,bucket_dblp,ToKeep_dblp,isSigmod_dblp,isVLDB_dblp,Authors_new_dblp
guest editor's introduction,karl aberer,2003,acm sigmod record,5390958920f70186a0deec76,"a, k",False,True,False,k aberer,guest editor's introduction.,karl aberer,2003,sigmod record,53e99aacb7602d9702325e77,"a, k",True,True,False,k aberer
book review column,karl aberer,2003,acm sigmod record,5590d19e0cf237666fc28f98,"a, k",False,True,False,k aberer,book review column.,karl aberer,2003,sigmod record,53e997e9b7602d9701fe4527,"a, k",False,True,False,k aberer
book review column,karl aberer,2003,acm sigmod record,5590d19e0cf237666fc28f98,"a, k",False,True,False,k aberer,book review column.,karl aberer,2003,sigmod record,53e997e9b7602d9701fe4525,"a, k",False,True,False,k aberer
rtmonitor: real-time data monitoring using mobile agent technologies,"kam-yiu lam, alan kwan, krithi ramamritham",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a9c4,"a, k, l, r",False,False,True,"a kwan, k lam, k ramamritham",rtmonitor: real-time data monitoring using mobile agent technologies.,"kam-yiu lam, alan kwan, krithi ramamritham",2002,vldb,53e9b708b7602d970429b70d,"a, k, l, r",True,False,True,"a kwan, k lam, k ramamritham"
efficient k-nn search on vertically decomposed data,"arjen p. de vries, nikos mamoulis, niels nes, martin kersten",2002,proceedings of the 2002 acm sigmod international conference on management of data,5390882d20f70186a0d8dabd,"a, k, m, n, v",False,True,False,"m kersten, n mamoulis, n nes, a vries",efficient k-nn search on vertically decomposed data.,"arjen p. de vries, nikos mamoulis, niels nes, martin l. kersten",2002,sigmod conference,53e9afdbb7602d9703a2ff95,"a, k, m, n, v",True,True,False,"m kersten, n mamoulis, n nes, a vries"
mapping data in peer-to-peer systems: semantics and algorithmic issues,"anastasios kementsietsidis, marcelo arenas, renée j. miller",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a10,"a, k, m, r",False,True,False,"m arenas, a kementsietsidis, r miller",mapping data in peer-to-peer systems: semantics and algorithmic issues.,"anastasios kementsietsidis, marcelo arenas, renée j. miller",2003,sigmod conference,53e9ae0bb7602d9703816f7c,"a, k, m, r",True,True,False,"m arenas, a kementsietsidis, r miller"
serviceglobe: distributing e-services across the internet,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a9c0,"a, k, m, s",False,False,True,"m keidl, a kemper, s seltzsam, k stocker",serviceglobe: distributing e-services across the internet.,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",2002,vldb,53e998bfb7602d97020f5b39,"a, k, m, s",True,False,True,"m keidl, a kemper, s seltzsam, k stocker"
query processing techniques for arrays,"arunprasad p. marathe, kenneth salem",2002,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbb083,"a, k, m, s",False,False,True,"a marathe, k salem",query processing techniques for arrays.,"arunprasad p. marathe, kenneth salem",2002,vldb j.,53e9ad04b7602d97036e13e5,"a, k, m, s",True,False,True,"a marathe, k salem"
extracting large-scale knowledge bases from the web,"ravi kumar, prabhakar raghavan, sridhar rajagopalan, andrew tomkins",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da467f,"a, k, p, r, s, t",False,False,True,"r kumar, p raghavan, s rajagopalan, a tomkins",extracting large-scale knowledge bases from the web.,"ravi kumar, prabhakar raghavan, sridhar rajagopalan, andrew tomkins",1999,vldb,53e9adc7b7602d97037cc1e4,"a, k, p, r, s, t",True,False,True,"r kumar, p raghavan, s rajagopalan, a tomkins"
a one-pass algorithm for accurately estimating quantiles for disk-resident data,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a9620f70186a0da4ede,"a, k, r, s, v",False,False,True,"k alsabti, s ranka, v singh",a one-pass algorithm for accurately estimating quantiles for disk-resident data.,"khaled alsabti, sanjay ranka, vineet singh",1997,vldb,53e9b5a2b7602d97040e9ba6,"a, k, r, s, v",True,False,True,"k alsabti, s ranka, v singh"
estimating page fetches for index scans with finite lru buffers,"arun swami, k. bernhard schiefer",1995,the vldb journal — the international journal on very large data bases,539089bb20f70186a0d98adf,"a, k, s",False,False,True,"k schiefer, a swami",estimating page fetches for index scans with finite lru buffers,"arun n. swami, k. bernhard schiefer",1995,vldb j.,53e9bdfdb7602d9704ab1ded,"a, k, s",True,False,True,"k schiefer, a swami"
the ρ operator: discovering and ranking associations on the semantic web,"kemafor anyanwu, amit sheth",2002,acm sigmod record,539089d320f70186a0d9c218,"a, k, s",False,True,False,"k anyanwu, a sheth",the p operator: discovering and ranking associations on the semantic web.,"kemafor anyanwu, amit p. sheth",2002,sigmod record,53e99a3cb7602d9702299fe9,"a, k, s",True,True,False,"k anyanwu, a sheth"
efficient set joins on similarity predicates,"sunita sarawagi, alok kirpal",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacc5,"a, k, s",False,True,False,"a kirpal, s sarawagi",efficient set joins on similarity predicates.,"sunita sarawagi, alok kirpal",2004,sigmod conference,53e99ef4b7602d97027c1f5f,"a, k, s",True,True,False,"a kirpal, s sarawagi"
obtaining complete answers from incomplete databases,alon y. levy,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4da0,"a, l",False,False,True,a levy,obtaining complete answers from incomplete databases.,alon y. levy,1996,vldb,53e9b326b7602d9703df7c74,"a, l",True,False,True,a levy
career-enhancing services at sigmod online,"alexandros labrinidis, alberto o. mendelzon",2001,acm sigmod record,539089ab20f70186a0d96f61,"a, l, m",False,True,False,"a labrinidis, a mendelzon",career-enhancing services at sigmod online.,"alexandros labrinidis, alberto o. mendelzon",2001,sigmod record,53e9a317b7602d9702c230ca,"a, l, m",True,True,False,"a labrinidis, a mendelzon"
type classification of semi-structured documents,"markus tresch, neal palmer, allen luniewski",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d89,"a, l, m, n, p, t",False,False,True,"a luniewski, n palmer, m tresch",type classification of semi-structured documents.,"markus tresch, neal palmer, allen luniewski",1995,vldb,53e9b381b7602d9703e63e4d,"a, l, m, n, p, t",True,False,True,"a luniewski, n palmer, m tresch"
"report on the 3rd web dynamics workshop, at www'2004","mark levene, alexandra poulovassilis",2004,acm sigmod record,5390979920f70186a0dffb8e,"a, l, m, p",False,True,False,"m levene, a poulovassilis","report on the 3rd web dynamics workshop, at www'2004.","mark levene, alexandra poulovassilis",2004,sigmod record,53e99938b7602d9702178a2d,"a, l, m, p",True,True,False,"m levene, a poulovassilis"
generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"alexandros labrinidis, nick roussopoulos",2000,acm sigmod record,5390880220f70186a0d77f54,"a, l, n, r",False,True,False,"a labrinidis, n roussopoulos",generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl.,"alexandros labrinidis, nick roussopoulos",2000,sigmod record,53e9b310b7602d9703dd84b6,"a, l, n, r",True,True,False,"a labrinidis, n roussopoulos"
balancing performance and data freshness in web database servers,"alexandros labrinidis, nick roussopoulos",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe44,"a, l, n, r",False,False,True,"a labrinidis, n roussopoulos",balancing performance and data freshness in web database servers.,"alexandros labrinidis, nick roussopoulos",2003,vldb,53e9b20cb7602d9703ca4d3d,"a, l, n, r",True,False,True,"a labrinidis, n roussopoulos"
exploring the tradeoff between performance and data freshness in database-driven web servers,"alexandros labrinidis, nick roussopoulos",2004,the vldb journal — the international journal on very large data bases,5390975920f70186a0dfe098,"a, l, n, r",False,False,True,"a labrinidis, n roussopoulos",exploring the tradeoff between performance and data freshness in database-driven web servers.,"alexandros labrinidis, nick roussopoulos",2004,vldb j.,53e9a101b7602d97029ec4b7,"a, l, n, r",True,False,True,"a labrinidis, n roussopoulos"
evolutionary techniques for updating query cost models in a dynamic multidatabase environment,"amira rahal, qiang zhu, per-åke larson",2004,the vldb journal — the international journal on very large data bases,539096cb20f70186a0df7882,"a, l, p, q, r, z",False,False,True,"p larson, a rahal, q zhu",evolutionary techniques for updating query cost models in a dynamic multidatabase environment.,"amira rahal, qiang zhu, per-åke larson",2004,vldb j.,53e9b9f5b7602d97045ef302,"a, l, p, q, r, z",True,False,True,"p larson, a rahal, q zhu"
a scalable algorithm for answering queries using views,"rachel pottinger, alon y. levy",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da473b,"a, l, p, r",False,False,True,"a levy, r pottinger",a scalable algorithm for answering queries using views.,"rachel pottinger, alon y. levy",2000,vldb,53e9ae17b7602d97038278be,"a, l, p, r",True,False,True,"a levy, r pottinger"
flexpath: flexible structure and full-text querying for xml,"sihem amer-yahia, laks v. s. lakshmanan, shashank pandit",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac8e,"a, l, p, s",False,True,False,"s amer-yahia, l lakshmanan, s pandit",flexpath: flexible structure and full-text querying for xml.,"sihem amer-yahia, laks v. s. lakshmanan, shashank pandit",2004,sigmod conference,53e9b03db7602d9703a9bd57,"a, l, p, s",True,True,False,"s amer-yahia, l lakshmanan, s pandit"
from semantic integration to semantics management: case studies and a way forward,"arnon rosenthal, len seligman, scott renner",2004,acm sigmod record,5390980720f70186a0e01e39,"a, l, r, s",False,True,False,"s renner, a rosenthal, l seligman",from semantic integration to semantics management: case studies and a way forward.,"arnon rosenthal, leonard j. seligman, scott renner",2004,sigmod record,53e9b98ab7602d970457d0e7,"a, l, r, s",True,True,False,"s renner, a rosenthal, l seligman"
providing database migration tools - a practicioner's approach,andreas meier,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d81,"a, m",False,False,True,a meier,providing database migration tools - a practicioner's approach.,andreas meier,1995,vldb,53e9a699b7602d9702fcbde8,"a, m",True,False,True,a meier
guest editorial,malcolm p. atkinson,2000,the vldb journal — the international journal on very large data bases,558f3abe0cf222bc17bc2263,"a, m",True,False,True,m atkinson,guest editorial.,malcolm p. atkinson,2000,vldb j.,53e99796b7602d9701f5cf1c,"a, m",False,False,True,m atkinson
inferring structure in semistructured data,"svetlozer nestorov, serge abiteboul, rajeev motwani",1997,acm sigmod record,539087e720f70186a0d6840a,"a, m, n, r, s",False,True,False,"s abiteboul, r motwani, s nestorov",infering structure in semistructured data.,"svetlozar nestorov, serge abiteboul, rajeev motwani",1997,sigmod record,53e9a952b7602d97032a6ee2,"a, m, n, r, s",True,True,False,"s abiteboul, r motwani, s nestorov"
efficient similarity search for market basket data,"alexandros nanopoulos, yannis manolopoulos",2002,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbb09d,"a, m, n, y",False,False,True,"y manolopoulos, a nanopoulos",efficient similarity search for market basket data.,"alexandros nanopoulos, yannis manolopoulos",2002,vldb j.,53e9b009b7602d9703a64b96,"a, m, n, y",True,False,True,"y manolopoulos, a nanopoulos"
information-theoretic tools for mining database structure from large data sets,"periklis andritsos, renée j. miller, panayiotis tsaparas",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacc4,"a, m, p, r, t",False,True,False,"p andritsos, r miller, p tsaparas",information-theoretic tools for mining database structure from large data sets.,"periklis andritsos, renée j. miller, panayiotis tsaparas",2004,sigmod conference,53e9a40eb7602d9702d26751,"a, m, p, r, t",True,True,False,"p andritsos, r miller, p tsaparas"
the role of integrity constraints in database interoperation,"mark w. w. vermeer, peter m. g. apers",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ecf,"a, m, p, v",False,False,True,"p apers, m vermeer",the role of integrity constraints in database interoperation.,"mark w. w. vermeer, peter m. g. apers",1996,vldb,53e9a374b7602d9702c81349,"a, m, p, v",True,False,True,"p apers, m vermeer"
orthogonally persistent object systems,"malcolm atkinson, ronald morrison",1995,the vldb journal — the international journal on very large data bases - persistent object systems,539089bb20f70186a0d98ad5,"a, m, r",False,False,True,"m atkinson, r morrison",orthogonally persistent object systems,"malcolm p. atkinson, ronald morrison",1995,vldb j.,53e99b21b7602d97023b72b7,"a, m, r",True,False,True,"m atkinson, r morrison"
on the discovery of interesting patterns in association rules,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4529,"a, m, r, s",False,False,True,"s mahajan, s ramaswamy, a silberschatz",on the discovery of interesting patterns in association rules.,"sridhar ramaswamy, sameer mahajan, abraham silberschatz",1998,vldb,53e9988cb7602d97020c9678,"a, m, r, s",True,False,True,"s mahajan, s ramaswamy, a silberschatz"
