Title,Authors,Year,Venue,Index
the continued saga of db-ir integration,"ricardo baeza-yates, mariano consens",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ff
sybase iq multiplex - designed for analytics,"roger macnicol, blaine french",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f8
high performance index build algorithms for intranet search engines,"marcus fontoura, engene shekita, jason y. zien, sridhar rajagopalan, andreas neumann",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401eb
"biological data management: research, practice and opportunities","thodoros topaloglou, susan b. davidson, h. v. jagadish, victor m. markowitz, evan w. steeg, mike tyers",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f9
db2 design advisor: integrated automatic physical database design,"daniel c. zilio, jun rao, sam lightstone, guy lohman, adam storm, christian garcia-arellano, scott fadden",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e9
database architectures for new hardware,anastassia ailamaki,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401fb
the bloomba personal content database,"raymie stata, patrick hunt, m. g. thiruvalluvan",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f5
trends in data warehousing: a practitioner's view,william o'connell,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f6
database challenges in the integration of biomedical data sets,"rakesh nagarajan, mushtaq ahmed, aditya phatak",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f4
efficient query evaluation on probabilistic databases,"nilesh dalvi, dan suciu",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d6
managing data from high-throughput genomic processing: a case study,"toby bloom, ted sharpe",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f3
an annotation management system for relational databases,"deepavali bhagwat, laura chiticariu, wang-chiew tan, gaurav vijayvargiya",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401d9
production database systems: making them easy is hard work,david campbell,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f2
query rewrite for xml in oracle xml db,"muralidhar krishnaprasad, zhen hua liu, anand manikutty, james w. warner, vikas arora, susan kotsovolos",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ec
automated statistics collection in db2 udb,"a. aboulnaga, p. haas, m. kandil, s. lightstone, g. lohman, v. markl, i. popivanov, v. raman",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ee
the case for precision sharing,"sailesh krishnamurthy, michael j. franklin, joseph m. hellerstein, garrett jacobson",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401df
place: a query processor for handling real-time spatio-temporal data streams,"mohamed f. mokbel, xiaopeng xiong, walid g. aref, susanne e. hambrusch, sunil prabhakar, moustafa a. hammad",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e40220
"peter chen speaks out: on paths to fame, the roots of the er model in human language, the er model in software engineering, the need for er databases, and more",marianne winslett,2004,acm sigmod record,53909fca20f70186a0e45a46
acm sigmod record,arie segev,1995,acm sigmod record,558f3ce40cf222bc17bc250b
application of oodb and sgml techniques in text database: an electronic dictionary system,jian zhang,1995,acm sigmod record,539087cb20f70186a0d594ee
hodfa: an architectural framework for homogenizing heterogeneous legacy databases,"kamalakar karlapalem, qing li, chung-dak shum",1995,acm sigmod record,539087cb20f70186a0d594f0
a close look at the ifo data model,magdy s. hanna,1995,acm sigmod record,539087cb20f70186a0d594f1
multigranularity locking in multiple job classes transaction processing system,"shan-hoi ng, sheung-lun hung",1995,acm sigmod record,539087cb20f70186a0d594f2
implementing deletion in b+-trees,jan jannink,1995,acm sigmod record,539087cb20f70186a0d594f3
an annotated bibliography of benchmarks for object databases,akmal b. chaudhri,1995,acm sigmod record,539087cb20f70186a0d594f5
an annotated bibliography on active databases (short version),"ulrike jaeger, johann christoph freytag",1995,acm sigmod record,539087cb20f70186a0d594f6
acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra, kingsley nwosu, bhavani thuraisingham",1995,acm sigmod record,539087cb20f70186a0d594f7
information systems research at rwth aachen,matthias jarke,1995,acm sigmod record,539087cb20f70186a0d594f8
the database group at university of hagen,"gunter schlageter, thomas berkel, eberhard heuel, silke mittrach, andreas scherer, wolfgang wilkes",1995,acm sigmod record,539087cb20f70186a0d594f9
a comparison of three user interfaces to relational microcomputer data bases,"carl medsker, margaret christensen, il-yeol song",1995,acm sigmod record,539087cb20f70186a0d594fa
the third manifesto,"hugh darwen, c. j. date",1995,acm sigmod record,539087cb20f70186a0d594f4
implementation aspects of an object-oriented dbms,"asuman dogac, mehmet altinel, cetin ozkan, ilker durusoy",1995,acm sigmod record,539087cb20f70186a0d594ef
selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,"yehoshua sagiv, e. k. blum",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1ec
handling infinite temporal data,"f. kabanza, j.-m. stévenne, p. wolper",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1f6
query size estimation by adaptive sampling,"richard j. lipton, jeffrey f. naughton",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1f7
constrained shared locks for increasing concurrency in databases,"d. agrawal, a. el abbadi",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1fc
the expressive powers of the logic programming semantics,john s. schlipf,1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1fd
constraint query languages,"paris c. kanellakis, gabriel m. kuper, peter z. revesz",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1f9
on the efficiency of transforming database logic programs,yatin p. saraiya,1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b1ff
on the expressive power of datalog: tools and a case study,"phokion g. kolaitis, moshe y. vardi",1995,selected papers of the 9th annual acm sigact-sigmod-sigart symposium on principles of database systems,539087cf20f70186a0d5b201
optimizing jan jannink's implementation of b+-tree deletion,"r. maelbrancke, h. olivié",1995,acm sigmod record,539087cf20f70186a0d5b52d
multi-table joins through bitmapped join indices,"patrick o'neil, goetz graefe",1995,acm sigmod record,539087cf20f70186a0d5b52f
design and user testing of a multi-paradigm query interface to an object-oriented database,"dac khoa doan, norman w. paton, alistair kilgour",1995,acm sigmod record,539087cf20f70186a0d5b531
mapping extended entity relationship model to object modeling technique,joseph fong,1995,acm sigmod record,539087cf20f70186a0d5b535
normalization in oodb design,byung s. lee,1995,acm sigmod record,539087cf20f70186a0d5b536
response to “a close look at the ifo data model”,"serge abiteboul, richard hull",1995,acm sigmod record,539087cf20f70186a0d5b528
acm sigmod record,jennifer widom,1995,acm sigmod record,558fe32f0cf23515427181af
an introduction to remy's fast polymorphic record projection,limsoon wong,1995,acm sigmod record,539087cf20f70186a0d5b53b
on the issue of valid time(s) in temporal databases,"stavros kokkotos, efstathios v. ioannidis, themis panayiotopoulos, constantine d. spyropoulos",1995,acm sigmod record,539087cf20f70186a0d5b53c
addressing techniques used in database object managers o2 and orion,"andré gamache, nadjiba sahraoui",1995,acm sigmod record,539087cf20f70186a0d5b53e
a framework for providing consistent and recoverable agent-based access to heterogeneous mobile databases,"evaggelia pitoura, bharat bhargava",1995,acm sigmod record,539087cf20f70186a0d5b53d
